"Date","Price","Open","High","Low","Vol.","Change %"
"08/27/2012","243.1349","247.0437","248.0844","240.4444","","-0.68%"
"08/24/2012","244.8101","243.9471","247.4244","243.3887","","-0.16%"
"08/23/2012","245.1908","249.4296","249.4296","243.9217","","-0.97%"
"08/22/2012","247.6021","246.0792","248.1605","245.1654","","0.39%"
"08/21/2012","246.6376","246.9168","249.0235","246.4345","","0.63%"
"08/20/2012","245.0893","245.0385","245.6985","242.8049","","-0.02%"
"08/17/2012","245.1400","242.8557","245.7492","242.6272","","0.43%"
"08/16/2012","244.0994","240.6728","244.2517","240.4444","","1.33%"
"08/15/2012","240.9012","238.1600","242.3988","237.0432","","0.89%"
"08/14/2012","238.7691","237.9823","239.8860","236.9163","","0.78%"
"08/13/2012","236.9163","238.8427","240.3372","235.1982","","-0.11%"
"08/10/2012","237.1704","235.5877","237.8880","234.2390","","-0.54%"
"08/09/2012","238.4478","239.1051","240.4962","238.0096","","-0.01%"
